Dd6-Ko-krD.text,Stuur ...,,,
String Key,Afrikaans,,,
0zm-2W-40c.text,,,,
1gv-dv-oRu.text,,,,
0Bg-gD-VdM.text,Afgeteken!,,,
1Yk-1d-sRa.text,Wagwoord,,,
4qs-wO-SdW.text,,,,
3de-rs-Cmi.normalTitle,TEKEN AAN,,,
4eN-A5-W24.title,,,,
AAn-dW-MKg.text,,,,
64A-h9-FKy.accessibilityLabel,,,,
8p2-tL-56Y.normalTitle,Teken aan met SMS verifikasie,,,
Brc-x3-Kbu.normalTitle,,,,
FAr-Sy-NEJ.text,,,,
EX9-YX-P4w.segmentTitles[0],Mobile,,,
C4t-8S-PMN.text,E-pos Verifiëring,,,
DUX-0U-hQ5.normalTitle,of Voeg 'n Ander Rekening,,,
EX9-YX-P4w.segmentTitles[1],E-pos,,,
Ehd-cc-Cln.text,Teken aan met e-pos,,,
FXS-R1-8fV.text,Voeg jou selfoon nommer,,,
G15-Dd-ZPQ.title,,,,
Gbh-fu-0sj.normalTitle,Gaan voort,,,
HRn-GR-QHh.title,,,,
I7F-cF-uPF.placeholder,Jou e-pos adres,,,
HDh-3w-HKJ.text,Hallo,,,
IYf-zD-WMk.normalTitle,Gaan na e-pos,,,
KMe-jP-6Vc.title,,,,
Kqp-4e-z8A.text,Jou foon,,,
LFy-hk-apr.text,,,,
Mvo-qJ-q5E.title,,,,
OYv-2N-iWo.accessibilityLabel,,,,
QiI-UZ-vOb.normalTitle,Teken aan met e-pos,,,
P4U-sw-9w3.placeholder,Jou e-pos adres,,,
Q0g-Ka-hTi.title,,,,
PqP-0p-leK.text,"Jy kan teken In met jou e-pos ID, as jy met e-pos voor geregistreer het",,,
URS-6u-7Fw.text,,,,
Uix-HC-JvD.title,,,,
WIK-md-jHU.title,,,,
Xau-H7-ua0.title,,,,
bdW-MS-dSj.title,,,,
bJX-XZ-1R1.text,,,,
cCg-i9-6lD.text,Gekoppelde Rekeninge,,,
dYI-0p-dBO.text,Tik die wagwoord wat jy gebruik het vir die volgende aantal,,,
eCY-bk-hJA.accessibilityLabel,,,,
dK5-4Z-Tcz.placeholder,Tik jou wagwoord hier,,,
eCj-Qk-SRA.text,Wagwoord,,,
eNW-Sq-urr.text,E-pos verifikasie skakel is gestuur om,,,
fk1-uA-jxg.placeholder,Wagwoord,,,
f2J-Y1-cFe.accessibilityLabel,,,,
iQj-C9-bgj.placeholder,Jou e-pos adres,,,
gyZ-VT-cRk.title,,,,
hq9-98-Mdb.normalTitle,TEKEN AAN,,,
kpp-QD-faN.text,E-pos,,,
jYg-Ue-8xI.title,,,,
lWz-fm-qpd.text,Land,,,
lyG-EW-ado.text,E-pos,,,
lbW-rg-LF8.title,,,,
pjZ-1f-1Hu.placeholder,Wagwoord,,,
r1B-aC-a0P.text,Teken in met GagaGugu,,,
rZf-8R-npc.title,,,,
sSK-i0-Wro.normalTitle,Wagwoord vergeet?,,,
ti6-ZO-C9E.text,E-pos (opsioneel),,,
vbZ-Bt-ALu.text,Wagwoord,,,
uY4-7g-ZKD.placeholder,Selfoonnommer,,,
vzr-1d-Ddx.normalTitle,Wagwoord vergeet?,,,
xBz-G8-vHk.normalTitle,Redigeer,,,
xG6-Hr-fir.text,Jy is reeds 'n lid van GagaGugu.,,,
xXp-6b-iiw.text,,,,
yqa-kG-eeZ.text,Jy moet intik land kode en jou selfoon nommer om voort te gaan,,,
zLQ-87-1ng.text,,,,
DVp-up-dEU.text,Demp,,,
EOZ-Gk-vt2.accessibilityLabel,,,,
EOZ-Gk-vt2.accessibilityLabel,,,,
Ezw-LZ-Lze.text,,,,
Efo-qd-T3V.text,Aanvaar,,,
Ezw-LZ-Lze.text,,,,
GBT-YJ-QdW.text,Besig om te verbind...,,,
Gb1-6O-pyc.text,Luidspreker,,,
PU6-7o-wkU.text,Oproeper se volle naam,,,
PnZ-2N-7TC.text,Boodskap,,,
ZTX-U9-ZWh.accessibilityLabel,,,,
UVE-zx-Rvw.text,,,,
ZTX-U9-ZWh.accessibilityLabel,,,,
lgi-GW-rpT.accessibilityLabel,,,,
lgi-GW-rpT.accessibilityLabel,,,,
uxC-fJ-5Zp.text,status,,,
z15-vl-F7C.text,Verwerp,,,
0J6-Jb-bMc.text,,,,
5it-fM-5Br.accessibilityLabel,,,,
5lZ-k9-6zr.title,,,,
6TV-Hz-LNl.title,,,,
9Qk-67-ge5.text,,,,
17B-5X-OTD.text,,,,
Af7-3F-Kch.text,,,,
Big-hJ-NJ4.text,,,,
Cki-lU-GZM.text,,,,
DYx-jc-3ew.accessibilityLabel,,,,
F8U-r7-CA0.text,,,,
G5G-Y6-2dh.segmentTitles[0],ALMAL,,,
G5G-Y6-2dh.segmentTitles[1],Groep,,,
HTC-oT-emm.accessibilityLabel,,,,
IFS-jT-tRQ.text,,,,
Iyt-sM-GQO.text,Borsel grootte,,,
ILK-QO-oTa.text,Etiket,,,
Nlz-f4-3zk.title,Stuur,,,
KBy-bx-D9o.title,,,,
MZz-Xx-0b0.text,,,,
NyT-4h-ZON.text,,,,
NYB-ln-oNr.title,Kanseleer,,,
OLh-48-cA7.text,,,,
P5q-dv-Q2P.title,Voltooi,,,
Scp-2U-Oeq.text,,,,
Uiq-A6-ou1.placeholder,,,,
Uiq-A6-ou1.text,,,,
WYG-6R-EyH.text,,,,
Wbk-eA-LBS.title,Game Zone,,,
XAC-11-nV9.text,,,,
ZSV-nb-3qh.title,,,,
bUe-1j-xpR.title,Redigeer,,,
aqF-KJ-4X8.text,,,,
bkg-9q-Hj9.text,,,,
cO9-oz-jLT.text,,,,
cbr-rV-zQo.accessibilityLabel,,,,
ea7-FE-UXW.text,,,,
fNB-hC-66v.text,,,,
eo8-4o-OOY.title,Stuur,,,
foz-es-rm5.normalTitle,Stel terug,,,
jIW-vA-vRJ.title,Wysig Boodskap,,,
iFq-gb-6OR.text,,,,
jLS-OY-xKF.accessibilityLabel,,,,
jde-sR-P3S.text,,,,
jed-gn-jBF.text,,,,
l9J-mM-YVS.text,Gemisde oproep,,,
moo-8o-EhD.text,,,,
oQP-X5-4ni.text,,,,
ujA-8w-YWM.text,,,,
wZo-7S-6DJ.title,Herlaai,,,
xX4-jG-R3y.title,Voltooi,,,
ygu-nj-H0o.title,,,,
zrx-U3-QbL.text,,,,
1hI-QT-MIF.accessibilityLabel,,,,
5Dj-NV-zP5.title,Voltooi,,,
8ir-e3-UyM.accessibilityLabel,,,,
A5L-FS-b5n.accessibilityLabel,,,,
G6G-xy-vBD.accessibilityLabel,,,,
EMo-5e-q3z.text,,,,
Djn-PD-cCs.accessibilityLabel,,,,
ILF-Yy-xih.accessibilityLabel,,,,
KnJ-gU-q2j.accessibilityLabel,,,,
K8Z-lU-aZp.accessibilityLabel,,,,
N3F-y9-4Qv.accessibilityLabel,,,,
LwY-6F-HGt.accessibilityLabel,,,,
MrD-sB-PbA.text,,,,
MQV-F1-s6h.accessibilityLabel,,,,
Obo-IF-h88.title,My Bio,,,
OTx-XT-gWV.accessibilityLabel,,,,
QUx-tN-Fd9.title,Kanseleer,,,
Rbd-c5-g3C.text,,,,
Ulq-Bd-jLT.normalTitle,,,,
WSd-fh-61s.title,,,,
X59-OH-zRg.text,,,,
Xdw-FA-YRB.accessibilityLabel,,,,
YeV-GZ-Nh9.text,,,,
aJ7-jg-2Ok.accessibilityLabel,,,,
aZp-jx-L1K.accessibilityLabel,,,,
bWh-7l-RZp.accessibilityLabel,,,,
btp-pT-3Ir.text,Soek resultate,,,
avP-a9-keP.accessibilityLabel,,,,
dp4-lG-WaT.text,,,,
eZX-fR-9mt.text,,,,
eVS-eZ-HdD.title,,,,
lIK-gI-x8Y.accessibilityLabel,,,,
fx0-O4-ArP.accessibilityLabel,,,,
o5C-Gq-FyI.accessibilityLabel,,,,
mFs-HF-MF9.title,,,,
qP1-Dv-6xm.title,,,,
qR2-Fg-bA6.text,Beskryf jouself,,,
qlB-gw-b3Z.title,,,,
s7I-p3-ume.accessibilityLabel,,,,
u9y-Bk-1Kr.accessibilityLabel,,,,
tKc-Gy-OCN.text,,,,
ujU-Zs-dvI.accessibilityLabel,,,,
wGN-4b-KzS.title,,,,
yv7-Lb-wZh.text,,,,
zTX-WI-soI.accessibilityLabel,,,,
zfA-Pl-Z3D.accessibilityLabel,,,,
8Ow-Dm-s9M.title,Geblokkeer kontakte,,,
8tC-nd-aFw.text,"Geen chat agtergronde is beskikbaar op hierdie oomblik, probeer asseblief later weer.",,,
B3N-Po-Pr3.title,,,,
BuV-Jh-X9l.text,Weergawe 2.4.2 ,,,
C0d-1Z-eSr.text,"Iets wonderlik is op pad!


Wees deel van hierdie reis, aanteken 'n beta tester wees.",,,
CUm-2o-65i.text,,,,
EK8-PP-tJG.accessibilityLabel,,,,
Fr9-c1-p6G.accessibilityLabel,,,,
Kdz-yx-lUL.title,,,,
M86-SD-9X3.text,,,,
N69-WZ-B77.title,Kies,,,
NEn-ue-YgX.text,,,,
No5-8Q-XVr.accessibilityLabel,,,,
Oif-y0-ZTm.title,,,,
QBN-l9-2Ke.accessibilityLabel,,,,
QID-BM-PNk.text,Verandering Besonderhede&gt,,,
Rnd-eP-WBu.title,,,,
TWS-Nz-gpW.accessibilityLabel,,,,
UXj-Rq-bCn.placeholder,Nuwe wagwoord,,,
X56-0s-d75.accessibilityLabel,,,,
YHr-nt-O3n.text,GagaGugu,,,
bBC-iI-eHT.title,,,,
ajK-JJ-ogU.accessibilityLabel,,,,
c8J-bX-qaa.placeholder,Huidige wagwoord,,,
cjE-Bd-yDy.title,,,,
gK1-fJ-kNK.text,,,,
iuv-0E-blh.accessibilityLabel,,,,
hFt-aM-ulc.text,,,,
rNh-Q5-WeV.title,,,,
sI7-cB-4hT.title,,,,
t4a-G5-LfX.title,,,,
vrT-V1-voE.accessibilityLabel,,,,
CFBundleDisplayName,GagaGugu,,,
CFBundleDisplayName.GGShareExtension,GagaGugu,,,
z6S-ZA-HOA.title,,,,
CFBundleGetInfoString,,,,
wKA-Eg-mlW.title,Stoor,,,
CFBundleName,Gagagugu,,,
CFBundleNameTests,,,,
CFBundleNameUITests,,,,
CFBundleName.GGShareExtension,,,,
CFBundleShortVersionString,,,,
CFBundleShortVersionStringTests,,,,
CFBundleShortVersionStringUITests,,,,
CFBundleShortVersionString.GGShareExtension,,,,
NSHumanReadableCopyright,,,,
Yesterday',Gister,,,
Already have an account? Sign up,Không có tài khoản?,,,
Are you sure you want to change your ownership to __name__,Is jy seker jy wil hê dat jou eienaarskap van __name__ verander,,,
Are you sure you want to delete this group?,Is jy seker jy wil hierdie groep te verwyder?,,,
Are you sure you want to leave this group?,Is jy seker jy wil hierdie groep verlaat?,,,
Are you sure you want to remove __name__ from your group?,Is jy seker jy wil __name__ van jou groep te verwyder?,,,
By logging in you accept our terms &amp, privacy policy,"Deur in te teken aanvaar ons ""Bepalings en privaatheid beleid""",,
ChangeLog,Verandering Besonderhede,,,
ChangeLog&gt,,Verandering Besonderhede&gt,,
"Chatting had never been this fun! Free audio, video calls &amp; much more.","Klets was nog nooit soveel pret nie! Gratis oudio, video-oproepe &amp; baie meer.",,,
Contact is currently blocked,geblokkeer Kontak,,,
Country Matches,Land Passings,,,
Current password is required,Huidige wagwoord is nodig!,,,
"Do you want to enable sync contacts, so we can help you find your friends?","Wil jy synchroniseer kontakte in staat te stel, sodat ons kan jou help om te vind jou vriende?",,,
Do you want to sync the contact for this user,Wil jy die kontak vir hierdie gebruiker synchroniseer?,,,
Enter valid group name,Gee geldige groepnaam,,,
Find friends?,Vind vriende?,,,
"If you want to send message, you have to unblock first.",Asseblief ontblok om boodskap te stuur.,,,
Login with Email,&lt,fg 15|186|153&gt,Teken aan met e-pos&lt,/fg&gt
Matches,Wedstryde,,,
N/A,N / A,,,
Name is required and accepts only letters &amp, numbers,Naam word benodig en aanvaar slegs letters &amp, syfers,
No Contact Found,Geen Kontak gevind,,,
RESET PASSWORD,Stel wagwoord terug,,,
Received,Ontvang,,,
Sent,Gestuur het,,,
"Something amazing is on its way!\n\rBe a part of this journey, sign up to be a beta tester.","Iets wonderlik is op pad!


Wees deel van hierdie reis, aanteken 'n beta tester wees.",,,
Successful,Suksesvolle,,,
Terms &amp, Condition,Terme en voorwaardes,,
This is your own profile,Dit is jou eie profiel,,,
To create a new conversation you have to sync or add contact.,Om te begin chat jy het om te sync of voeg kontak.,,,
Total Contacts,Totaal kontakte,,,
Total Friends,Totaal Vriende,,,
Unblock,Onblokkeer,,,
Warning!,Waarskuwing!,,,
We use this to access\r\nyour phone contact,"""Ons gebruik dit om te toegang het tot jou selfoon kontak""",,,
You:,Jy:,,,
an,n,,,
a,n,,,
__verb__ __article__ __type__,,,,
audio,audio,,,
hour,uur,,,
hours,ure,,,
image,beeld te,,,
key,,,,
key.GGShareExtension,,,,
mins,minute,,,
members,Lede,,,
min,minute,,,
sec,sekondes,,,
placeholder,,,,
secs,sekondes,,,
sticker,Plakker,,,
MAJ-eW-lze.text,Benoem,,,
0QB-Gj-MrG.normalTitle,Oorslaan,,,
auI-oy-Ops.text,Wat wil jy hê?,,,
8Mh-CD-sry.normalTitle,Onblokkeer,,,
3eV-WX-Gcx.normalTitle,Voeg by,,,
kbp-h8-SFH.normalTitle,Voeg by,,,
mP2-tU-dv9.normalTitle,Kanseleer,,,
wPJ-a7-xG3.normalTitle,Blokkeer,,,
ahp-gB-92W.text,Geen netwerkverbinding nie,,,
G9x-zM-ift.text,,,,
vRM-rz-7vQ.normalTitle,Kanseleer,,,
gwa-vD-EXI.accessibilityLabel,,,,
8me-9c-0ZM.text,,,,
MsL-R2-dWo.text,,,,
9Zx-5e-rLe.normalTitle,MAAK \'N OPROEP,,,
Eux-Vc-lVK.text,"Maak stemoproepe na jou vriende, dis heeltemal gratis",,,
dPb-3s-raQ.text,Nog geen opoepe nie,,,
tNn-18-bBw.text,,,,
MaK-o1-5Hk.text,Aan:,,,
Dd6-Ko-krD.text,Stuur ...,,,
